,title,primaryCategory.categoryId,primaryCategory.categoryName,predictCategory
846,*Excellent++++* GENUINE Leica Ever Ready Leather Case 14870 for M6/TTL JPN #2264,107894,"Cases, Bags & Covers","Cases, Bags & Covers"
847,CANON early chrome ver 50mm/F1.8 Leica 39mm LMT screw mount,3323,Lenses,"Lens Adapters, Mounts & Tubes"
848,【Mint w/Box】 Leica M6 Black 0.72 Non TTL 35mm Rangefinder Film Camera From JAPAN,15230,Film Cameras,Film Cameras
849,【MINT】Leica SF 20 Shoe Mount Flash For TTL M6 M7 M8 M9 from JAPAN #x16,48515,Flashes,Viewfinders & Eyecups
850,"RARE!! ""Good"" Canon IIB 2B Leica Screw Mount Rangefinder Camera Body From JAPAN",15230,Film Cameras,Film Cameras
851,【EXC+++++ w/ Case Working】 Leica Meter MC For M Series Camera from JAPAN 582,88668,Light Meters,"Cases, Bags & Covers"
852,[Mint /Case] Leica Leitz 28mm Bright-Line Viewfinder Black 12009 from Japan 1248,167930,Viewfinders & Eyecups,Viewfinders & Eyecups
853,【 Mint  w/ Case】 Leica M7 0.72 Black 35mm Film Camera Body From Japan #2158,15230,Film Cameras,Film Cameras
854,【N.MINT+++】 Leica Elmarit M 28mm F/2.8 Version 4 IV E46 for Leica M JAPAN C090,3323,Lenses,Viewfinders & Eyecups
855,"""Exc+"" Nicca 3F 3 F Leica L39 Rangefinder w/ Nikkor H.C 5cm 50mm f/2  Box Filter",15230,Film Cameras,Film Cameras
856,"""Excellent+"" Nikon Nikkor H.C 5cm 50mm f/2 Leica Screw LTM L39 Lens Hood Japan",3323,Lenses,Lenses
857,[Near MINT] Leica Hand Grip M 14405 Black for Leica M2 M3 M4 M5 M6 From JAPAN,64343,Straps & Hand Grips,Straps & Hand Grips
858,*Excellent++++* Canon P Rangefinder f/1.8 lens Leica Screw Mount L39 from Japan,15230,Film Cameras,Lenses
859,Very Good CANON 35mm F2.8 Leica L Screw LTM Mount Wide Angle Prime Lens,3323,Lenses,Lens Caps
860,Mint Ricoh GR 28mm f2.8 Leica L39 Screw Mount w/ Hood Caps From Japan F/S #0076,3323,Lenses,Lenses
861,[Exc++++] Canon 7 35mm Rangefinder Film Camera Body Leica screw L39 from JAPAN,15230,Film Cameras,Film Cameras
862,【EXCELLENT+++】 Nicca Camera Rangefinder Body Leica Screw from Japan 932,15230,Film Cameras,Film Cameras
863,【TOP MINT】 Carl Zeiss Planar T* 50mm f/2 ZM Lens For Leica M Mount From JAPAN,3323,Lenses,"Lens Adapters, Mounts & Tubes"
864,*Mint in Box* Leica M6 Black 0.72 Non TTL Rangefinder Camera w/ Strap JPN #2201,15230,Film Cameras,Film Cameras
865,【TOP MINT】LEICA M3 BLACK Repainted Single Stroke SS Rangefinder From JAPAN 1291,15230,Film Cameras,Film Cameras
866,【N.Mint】 Canon 35mm f/2 Leica Screw Mount L39 LTM Lens 541,3323,Lenses,Lenses
867,【EXC+++++】Minolta M Rokkor 90mm f/4 Lens for CL CLE Leica M mount From JP#179-00,3323,Lenses,"Lens Adapters, Mounts & Tubes"
868,[MINT] Leica M5 Black 35mm Film Rangefinder Camera Body 3 Lug Serial 1287693,15230,Film Cameras,Film Cameras
869,Excellent+ Canon 50mm f/1.8 Leica Screw Mount LTM M39 From Japan!!,3323,Lenses,Lens Caps
870,*Excellent+++++* Leica M5 Black Bottom Plate from Japan,30038,Film Camera Parts,Digital Cameras
871,"""Exc+++"" Voigtlander Heliar Classic 75mm f/1.8 Lens for Leica M Mount Box Hood",3323,Lenses,"Lens Adapters, Mounts & Tubes"
872,*MINT+++* VOIGTLANDER COLOR SKOPAR 28MM F/3.5 HOOD FOR LEICA L39 SCREW MOUNT L/M,3323,Lenses,"Lens Adapters, Mounts & Tubes"
873,【Exc+5 】  Canon 100mm f/2 for M39 L39 LTM Leica Screw Mount From JAPAN #115,3323,Lenses,Lenses
874,Leitz Rangefinder FODIS Black & Chrome for Leica A Meter Scale  *CLA'd* #015534,29965,Rangefinder Units & Accs,Light Meters
875,【ALMOST UNUSED】 Leica minilux 35mm Film Camera Summarit 40mm f2.4 From JAPAN 722,15230,Film Cameras,Film Cameras
876,"""Near Mint"" Canon 35mm F/2 Leica Screw Mount L39 LTM MF Lens From Japan C546",3323,Lenses,Lenses
877,Voigtlander Color Skopar 35mm f/2.5 MC Leica Screw Mount L39 LTM Very Good-,3323,Lenses,"Lens Adapters, Mounts & Tubes"
878,Genuine CANON Front Lens Cap for 50mm F1.8/F2.8 LTM Leica screw mount From JAPAN,79001,Lens Caps,Lens Caps
879,[Exc--] Leica Summicron 5cm F2 LTM L39 w/ AVENON M Mount Adapter 28-90 #7677,3323,Lenses,"Lens Adapters, Mounts & Tubes"
880,[ UNUSED IN BOX w/ Hood ]Carl Zeiss Biogon T 35mm f2 ZM Leica M Mount JAPAN 0303,3323,Lenses,"Lens Adapters, Mounts & Tubes"
881,[ NEAR MINT ] Canon Model 7 Leica Screw Mount 35 mm Rangefinder body from JAPAN,15230,Film Cameras,Film Cameras
882,**EXC** Leica Leitz III Black Rangefinder 35mm Film From Japan #495,15230,Film Cameras,Film Cameras
883,EXC++++ Canon L 50mm f/1.4 Lens for Leica Screw Mount LTM L39 from Japan,3323,Lenses,Lenses
884,[Excellent]Canon M39 L39 LTM Leica Screw Mount 50mm f1.8 Lens f/s from Japan,3323,Lenses,Lenses
885,"MINT Canon 50mm f/1.4 L39 Leica Screw Mount LTM Lens w/Hood,Filter JAPAN #1531",3323,Lenses,Lenses
886,LEICA SUMMILUX-M 50mm F1.4 E43 Black MF Lens for M Mount #190707m,3323,Lenses,"Lens Adapters, Mounts & Tubes"
887,【NEAR MINT】 LEICA 14405 Hand Grip M Handle Black M2 M3 M4 M5 M6 From Japan #29,64343,Straps & Hand Grips,Straps & Hand Grips
888,【Exc+++】 MINOLTA M-Rokkor 28mm f/2.8 Leica M Mount for CL CLE From Japan #455,3323,Lenses,"Lens Adapters, Mounts & Tubes"
889,【Exc+++】Leica Special 8mm Movie film Camera w/ 6-66mm f/1.8 Lens from JAPAN 745,4689,Movie Cameras,Film Cameras
890,Leica MP 0.72 35mm Rangefinder Film Camera #22223 D5,15230,Film Cameras,Film Cameras
891,【Mint++】 Leica R6.2 Black 35mm SLR Body Leitz Film Camera from JAPAN,3323,Lenses,Film Cameras
892,740 Voigtlander Color Skopar 28mm f/3.5 for Leica L39 Screw Mount ***N MINT***,3323,Lenses,"Lens Adapters, Mounts & Tubes"
893,Rare! EXC+++ Leica M5 Chrome 2nd Lug 35mm Film Rangefinder From Japan F/S #1292,15230,Film Cameras,Film Cameras
894,【N.MINT】 Pentax Super Takumar 28mm F/3.5 M42 Leica Screw Mount From JAPAN #s130,3323,Lenses,"Lens Adapters, Mounts & Tubes"
895,CANON Front and rear lens Caps for 50mm F1.8 leica screw mount  #261352,79001,Lens Caps,Lens Caps
896,【NEAR MINT】LEICA Mini Zoom Film Camera Vario-Elmar 35-70mm from Japan 558,15230,Film Cameras,Film Cameras
897,**[Exc!!]Canon metal 50mm f1.8 f/1.8 Leica screw mount #151,3323,Lenses,"Lens Adapters, Mounts & Tubes"
898,**Problem**  Canon SERENAR 50mm F1.8 Leica Screw Mount LTM M39  SN79370,3323,Lenses,Lens Caps
899,Leica Leitz 21mm Viewfinder Black Finder From Japan,167930,Viewfinders & Eyecups,Viewfinders & Eyecups
900,LEICA SUMMILUX-M 50mm F1.4 E43 Black MF Lens for M Mount #190707m,3323,Lenses,"Lens Adapters, Mounts & Tubes"
901,Minolta M-ROKKOR 90mm f/4 Leica M CL CLE Mount MF Lens MINT From JAPAN,3323,Lenses,"Lens Adapters, Mounts & Tubes"
902,*Mint in Box* Leica M6 TTL 0.72 Black Rangefinder Camera w/ Strap Japan #2258,15230,Film Cameras,Film Cameras
903,【TOP MINT IN BOX】 Leica Minilux 40mm F2.4 Lens Film Camera From Japan #581,15230,Film Cameras,Film Cameras
904,【MINT】 Minolta M-Rokkor 90mm F/4 For Leica M CL CLE from Japan,3323,Lenses,Viewfinders & Eyecups
905,【AS IS】Mega House SHARAN Leica IF Model Mini Classic Camera From JapanT1142,15230,Film Cameras,Film Cameras
906,Asahi Kogaku Takumar 50mm f3.5  f/3.5 for asahi flex  #55061,3323,Lenses,Lens Hoods
907,[Exc+5] CANON 50mm F/1.2 Lens For Leica Screw Mount LTM L39 From Japan #2140,3323,Lenses,Lenses
908,[MINT]Voigtlander Nokton Classic 35mm F/1.4 S.C VM Lens Leica M Mount w/Hood,3323,Lenses,"Lens Adapters, Mounts & Tubes"
909,Canon 50mm F1.8 Leica Screw Mount LTM M39 SN222332,3323,Lenses,Lens Caps
910,"""NearMINT"" Canon Lens 35mm f/2.8 for Leica L Screw Mount L39 LTM From JAPAN#5001",3323,Lenses,Lens Caps
911,Voigtlander Super Wide-Heliar 15mm F/4.5 Lens for Leica L39 w/finder (300-W218),3323,Lenses,Lenses
912,"""Near Mint"" Nicca III A Leica Copy Rangefinder Film Camera Body From Japan #721",15230,Film Cameras,Film Cameras
913,【Excellent+++】Panasonic LEICA DG SUMMILUX 25mm F1.4 ASPH w/Box from Japan 455079,3323,Lenses,Viewfinders & Eyecups
914,*Excellent＋5* Leica M4-2 M4 2 35mm Black Body Rangefinder Film Camera From Japan,15230,Film Cameras,Film Cameras
915,[Near Mint] Leica Meter MR MR4 Black for M2 M3 M4 M4-2 M4-P from Japan #10593,88668,Light Meters,Light Meters
916,Asahi Kogaku Takumar 58mm f2.4 f/2.4 for asahi flex #81799,3323,Lenses,Lens Hoods
917,[EXC+5] CANON P 35mm Rangefinder Film Camera Leica Screw mount from JAPAN #280,15230,Film Cameras,Film Cameras
918,<Very Rare > MegaHouse Sharan  Leica M3 Black Model From Japan a13,15230,Film Cameras,Viewfinders & Eyecups
919,Rare Tokyo Kogaku Topcor-S lens 50mm/F2 Leica 39mm LMT screw mount  #214948,15230,Film Cameras,"Lens Adapters, Mounts & Tubes"
920,【Excellent ++++】Minolta Leitz M-Rokkor 90mm F/4 For Leica M CL From JAPAN #935,3323,Lenses,Viewfinders & Eyecups
921,Leica Hand Grip Handgrip 14405 black for Leica M  13775,64343,Straps & Hand Grips,Straps & Hand Grips
922,"【NEAR MINT+++】MINOLTA M ROKKOR QF 40mm f/2 FOR CLE, LEICA CL,LEITZ CL FROM JAPAN",3323,Lenses,Viewfinders & Eyecups
923,CANON 50mm/F1.4 Leica 39mm LMT screw mount  #111442,3323,Lenses,"Lens Adapters, Mounts & Tubes"
924,Leica III A Body Leitz Elmar 5cm f/3.5 Lens Set!! Rangefinder Camera,15230,Film Cameras,Film Cameras
925,"""RARE TOP MINT""Leica Minilux Zoom Vario-Elmar 35-70mm F/3.5-6.5  #2624",15230,Film Cameras,Film Cameras
926,"""Near Mint""Voigtlander Color Skopar 28mm F3.5 for L39 LTM Leica Screw #2689",3323,Lenses,Lenses
927,◉NEAR MINT◉ MOUNT ADAPTER FOR L39 MOUNT LENS TO LEICA M MOUNT BODY #57,30059,"Lens Adapters, Mounts & Tubes","Lens Adapters, Mounts & Tubes"
928,Canon L 50mm f/1.4 Leica Screw LTM L39 Lens w/ Rare Hood from Japan 【Near MINT】,3323,Lenses,Lenses
929,【 Mint 】LEICA M6 0.72 TTL Rangefinder Film Camera Black From Japan #0365,15230,Film Cameras,Film Cameras
930,[Rare!] Leica SUMMAREX 8.5cm 85mm f/1.5 MF Lens for L39 Screw w/Hood JAPAN 5507,3323,Lenses,Lenses
931,【Mint in Box】LEICA V-LUX 1 DC VARIO-ELMARIT f/2.8-3.7 7.4-88.8mm ASPH. #2150,31388,Digital Cameras,Film Cameras
932,Voigtlander Leica screw mount M bayonet lens adapter ring Type II 28/90  394970,30059,"Lens Adapters, Mounts & Tubes","Lens Adapters, Mounts & Tubes"
933,【Near Mint】Konica UC Hexanon L 35mm F2 Lens For Leica L mount from Japan 423242,3323,Lenses,Lenses
934,Minolta M Rokkor 28mm F2.8 Leica M mount for CL CLE [Good] from Japan,3323,Lenses,"Lens Adapters, Mounts & Tubes"
935,[Exc+++++] Leica meter MC for Leica M4 M2 M3 M4-P M4-2 From JAPAN #19024,88668,Light Meters,Light Meters
936,""" Excellent "" Leica Leitz Soft Leather Lens Case Box from Japan free Ship #44",107894,"Cases, Bags & Covers","Cases, Bags & Covers"
937,[Almost Mint] Leica Minilux Point & Shoot Camera 40mm f/2.4 Lens From JAPAN,15230,Film Cameras,Digital Cameras
938,Mint  Voightlander Color Skopar 35mm f/2.5 C Leica Screw L39 Japan #1872673,3323,Lenses,Lenses
939,【TOP MINT in Box】Leica R8 35mm SLR Film Camera in Chrome  #2690,15230,Film Cameras,Film Cameras
940,Voigtländer Color Heliar 75mm f/2.5 MC Leica Screw Mount Lens [Excellent] #451,3323,Lenses,"Lens Adapters, Mounts & Tubes"
941,*Overhauled Near Mint* Leica M4-2 Black 35mm Rangefinder From Japan #2112,15230,Film Cameras,Film Cameras
942,【NEAR MINT+++】Nicca type-III 3 Rangefinder 35mm Film Camera Leica Screw Mount,15230,Film Cameras,Film Cameras
943,【Mint】Voigtlander Color Skopar 35mm F2.5 MC Black Lens for Leica L39  452113,3323,Lenses,Lenses
944,【Excellent+++】Canon Model 7 35mm Rangefinder Body Leica Screw mount from JAPAN,15230,Film Cameras,Film Cameras
945,AS-IS Canon 50mm F1.5 Leica L Screw LTM Mount Prime Lens,3323,Lenses,Lens Caps
946,.[MINT] Leitz Leica Germany 5X Universal Lupe Loupe 37350 Leica From JAPAN #1101,162480,Other Camera & Photo Accs,Viewfinders & Eyecups
947,[Optical Mint] Canon 100mm f/2 w/ E.P Army L39 LTM Leica Screw Mount Lens Japan,3323,Lenses,Lenses
948,"""N Mint"" Canon Model 7 Body Film Camera Rangefinder Leica Mount From Japan 299",15230,Film Cameras,Film Cameras
949,*MINT in Case* Leica E39 39mm UVa Protection Filter Black 13131 from Japan #262,15216,Filters,Digital Cameras
950,*EXC+++++* LEICA LEITZ ELMARIT M 90mm F/2.8 MF LENS FOR LEICA M FROM JAPAN,3323,Lenses,Viewfinders & Eyecups
951,"""RARE TOP MINT in BOX""Leica M4-P 1913-1983 70th Anniversary  #2616",15230,Film Cameras,Film Cameras
952,【 EXC+++++ 】 Leica Leitz Wetzlar SUMMICRON R 50mm f/2 MF 2Cam Lens From JAPAN,3323,Lenses,Viewfinders & Eyecups
953,【Mint】MINOLTA M-rokkor 90mm F/4 For Leica M CL CLE From Japan #234,3323,Lenses,Viewfinders & Eyecups
954,【TOP MINT in BOX】Leica Z2X 35mm Point & Shoot Film Camera From JAPAN,15230,Film Cameras,Film Cameras
955,◉NEAR MINT◉ Voigtlander Ultron 28mm f/1.9 Aspherical Leica M Mount WIDE LENS #55,3323,Lenses,"Lens Adapters, Mounts & Tubes"
956,*Excellent+4* Canon Model 7 Rangefinder Leica Screw Mount Body Canon7 from JAPAN,15230,Film Cameras,Film Cameras
957,"""TOP MINT""Voigtlander Super Wide Heliar 15mm f/4.5  For Leica Screw Mount #2924",3323,Lenses,"Lens Adapters, Mounts & Tubes"
958,【NEAR MINT】LEICA R3 MOT ELECTRONIC 35mm SLR FILM CAMERA BODY ONLY FROM JAPAN,15230,Film Cameras,Film Cameras
959,Leica ELMARIT-R 180mm F2.8 2CAM MF Lens for R Mount #190610h,3323,Lenses,"Lens Adapters, Mounts & Tubes"
960,【Mint】Voigtlander Super Wide Heliar 15mm F4.5 Aspherical Lens For Leica 383258,3323,Lenses,Lens Hoods
961,【EXC+++ in Box】Leica M6 0.72 Non TTL Black Rangefinder Film Camera From JPN 1170,15230,Film Cameras,Film Cameras
962,LEITZ Soft Black Leather Lens Case 8cm x 8cm  Exc++ #438123,107894,"Cases, Bags & Covers","Cases, Bags & Covers"
963,【NEAR MINT+++】LEICA LEITZ CANADA SUMMICRON R 50MM F/2 R ONLY FROM JAPAN,3323,Lenses,Viewfinders & Eyecups
964,"Canon 50mm f1.4 L39 Leica Screw Mount LTM ""EXC++"" From JAPAN452471",3323,Lenses,Lenses
965,737 Voigtlander Color Skopar 35mm f/2.5 PII VM for Leica M **MINTY** Hood BOXED,3323,Lenses,Lens Hoods
966,[Rare! MINT] Canon 100mm F/3.5 Early MODEL LTM Mount L39 Leica Screw from JAPAN,3323,Lenses,Lenses
967,[MINT IN BOX] Leica M7 0.72 BLACK 35mm Rangefinder Film Camera + Case From JAPAN,15230,Film Cameras,Film Cameras
968,Very Rare Tokyo kogaku Topcor  5cm F 2.8 Leica LTM39 Lens MINT- From JP#2702,3323,Lenses,Viewfinders & Eyecups
969,"Leica Summicron-R 50mm f/2.0 ROM  GERMANY LATE MODEL ""Excellent"" #2754",3323,Lenses,"Lens Adapters, Mounts & Tubes"
970,【MINT in BOX】 Leica Meter MR MR4 Chrome for M2 M3 M4 M4-2 M4-P fom Japan #367,88668,Light Meters,Light Meters
971,Canon 50mm F2.8 Leica Screw Mount LTM M39  SN28891,3323,Lenses,Lens Caps
972,【EXC++++】LEICA Leitz Tele-Elmarit-M 90mm F/2.8 MF Lens M Mount w/Hood from JAPAN,3323,Lenses,"Lens Adapters, Mounts & Tubes"
973,LEICA ERNST LEITZ WETZLAR MINI TRIPOD MADE IN GERMANY 14101N,107894,"Cases, Bags & Covers","Cases, Bags & Covers"
974,Genuine Canon 42mm Early Lens hood for 50mm F/1.8 35mm F/2.8 Leica mount Japan 5,78999,Lens Hoods,Lens Hoods
975,[Near Mint] Leica M6 TTL 0.85 Rangefinder Film Camera Body Black from JAPAN #253,15230,Film Cameras,Film Cameras
976,【EXC+4】Leica M4-P Black 35mm Rangefinder Film Camera From JAPAN #1204,15230,Film Cameras,Film Cameras
977,Leica Square Finder 35mm from Japan,167930,Viewfinders & Eyecups,Viewfinders & Eyecups
978,*N.Mint* Minolta M-Rokkor 28mm f/2.8 LEICA M Mount MF Lens for CLE CL From Japan,3323,Lenses,"Lens Adapters, Mounts & Tubes"
979,Canon 35mm f/2.8 LTM L39 Leica Screw Mount Wide Angle Lens Excellent+,3323,Lenses,Lenses
980,[UNUSED in BOX] Voigtlander Nokton classic SC 40mm f/1.4 Leica M from Japan #754,3323,Lenses,Viewfinders & Eyecups
981,Leica M6 TTL 0.85 35mm Rangefinder Film Camera In Silver #22568 D2,15230,Film Cameras,Film Cameras
982,[Excellent+++++] Leica E39 UVa Protection Filter 13131 39mm Black From Japan,15216,Filters,Digital Cameras
983,【 Mint 】 Canon 35mm f/2 Leica Screw Mount L39 LTM Lens from Japan 482,3323,Lenses,Lenses
984,[Excellent+++++] Leica R8 35mm SLR Film Camera Body Black Only from japan #536,15230,Film Cameras,Film Cameras
985,【NEAR MINT】 Canon 35mm F/2 Leica Screw Mount LTM L39 Wide Angle From JAPAN,3323,Lenses,Lenses
986,Zenza Bronica S2 + Nikon Nikkor-P 75mm f/2.8 [Very good] from Japan (88-A89),15230,Film Cameras,Viewfinders & Eyecups
987,[Rare! MINT] Canon 100mm F/3.5 Early MODEL LTM Mount L39 Leica Screw from JAPAN,3323,Lenses,Lenses
988,Leica LBC-01 Leather Camera Case for D-Lux 2/3/4/5 [Near Mint] From Japan (343),107894,"Cases, Bags & Covers","Cases, Bags & Covers"
989,【MINT+++】Voigtlander Bessa R3A Rangefinder Leica M Mount Camera From JAPAN 1258,15230,Film Cameras,Film Cameras
990,Leica Leitz Elmar 3.5cm 35mm f/3.5 L Screw Mount LTM L39 from Japan #2450,3323,Lenses,Lenses
991,*ALMOST UNUSED in Box* LEITZ LEICA MINOLTA M ROKKOR 40mm f/2 CLE LEICA M #18253,3323,Lenses,"Lens Adapters, Mounts & Tubes"
992,【TOP MINT IN BOX】Leica Leitz SUMMICRON-R 50mm f/2 for Leica R from Japan C539,3323,Lenses,Viewfinders & Eyecups
993,Leitz lens front cap,79001,Lens Caps,Lens Caps
994,CLA'd  Leica IIf Red Dial body Made in 1956 Works Smooth #014974,15230,Film Cameras,"Lens Adapters, Mounts & Tubes"
995,Leica M6 TTL 0.72 35mm Rangefinder Film Camera In Black #22553 D4,15230,Film Cameras,Film Cameras
996,【EXC+++++】 Voightlander Color Skopar 35mm f/2.5 L39 Leica L MC from Japan #345,3323,Lenses,Viewfinders & Eyecups
997,【Exc+++++】Canon 50mm f/1.4 L39 Leica Screw Mount LTM MF Lens from Japan #2015,3323,Lenses,Lenses
998,【Near MINT】 Leica Hand Grip M 14405 Black for Leica M2 M3 M4 M5 M6 From JAPAN,64343,Straps & Hand Grips,Straps & Hand Grips
999,[ Mint ] Leica R7 Silver 35mm SLR Film Camera from Japan E-0274,15230,Film Cameras,Film Cameras
1000,*Excellent* Leica IIIf Red Dial Rangefinder Camera from Japan #3007,15230,Film Cameras,Film Cameras
1001,【Optical Mint in Box】Leica Noctilux-M 50mm F1 E60 Built-in Hood + Case  japan,3323,Lenses,"Cases, Bags & Covers"
1002,[EXCELLENT-]Leica M3 35mm Rangefinder Film Camera Body Double #4172,15230,Film Cameras,Film Cameras
1003,【MINT】 Canon Metal Lens Hood For 50mm F/1.2 LTM Leica Screw From Japan #602,78999,Lens Hoods,Lens Hoods
1004,Carl Zeiss Biogon T* 25mm F/2.8 ZM Lens for Leica M #22445 C1,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1005,【NEAR MINT+++】Minolta M Rokkor 40mm F/2 Leica M Mount For MINOLTA CLE from Japan,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1006,[ULTRA Rare!! Near MINT] FUJINON L 100mm 10cm f/2 Leica Screw L39 LTM From JAPAN,3323,Lenses,Lenses
1007,RARE! LEICA CASE BOGNER EDITION LEITZ LEICA FOR MINILUX *UNUSED IN BOX* JAPAN,107894,"Cases, Bags & Covers","Cases, Bags & Covers"
1008,【RARE!! MINT】Leica APO Televid 62 16-48X  Eyepiece Spotting Scope From JAPAN 961,31715,Spotting Scopes,Viewfinders & Eyecups
1009,Leica CL Digital Camera With Box #22550,31388,Digital Cameras,Digital Cameras
1010,*N.MINT* Leica Erunst Leitz GmbH Wetzlar Summicron 5cm 50mm f/2 from Japan #477,3323,Lenses,Viewfinders & Eyecups
1011,”Exc+2” Canon 50mm f/1.4 L39 Leica Screw Mount LTM Lens JAPAN #190061-393580,3323,Lenses,Lenses
1012,【NEAR MINT+++】LEICA LEITZ SUMMICRON M 50MM F/2 MADE IN CANADA M MOUNT FROM JAPAN,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1013,*Excellent+++* Leica Leitz CANADA SUMMICRON-R 50mm f/2 MF Lens #2274,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1014,【FULL SET / TESTED / N MINT+++】 EPSON R-D1x Leica M Mount Canon 50mm f/1.8 JAPAN,31388,Digital Cameras,"Lens Adapters, Mounts & Tubes"
1015,Leica Elmar-M 50mm F/2.8 E39 Lens for Leica M #20448 G1,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1016,[For Parts] Canon Model 7 Leica Screw Mount body Rangefinder body F/S from japan,15230,Film Cameras,Film Cameras
1017,【 Exc++++ 】 Voigtlander Bessa R BLACK 35mm Rangefinder Leica L From Japan #1312,15230,Film Cameras,Film Cameras
1018,Near mint Leica M5 Black 35mm Film Rangefinder Camera From Japan F/S #1296,15230,Film Cameras,Film Cameras
1019,709 Voigtlander Color Skopar 21mm f/4 P VM for Leica M **MINT** with Hood BOXED,3323,Lenses,Lens Hoods
1020,*Very Clean* Leitz IWKOO Lens Hood for Super-Angulon 21mm f4 12502N  #015320,78999,Lens Hoods,Lens Hoods
1021,757 Leica Summicron M 50mm f/2 ***EXC+++++*** Rigid,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1022,【NEAR MINT】 Canon 7 Rangefinder Camera Body Leica Screw Mount from Japan 173,15230,Film Cameras,Film Cameras
1023,*N Mint* Leica Hand Grip M 14405 Black for Leica M2 M3 M4 M5 M6 from Japan #2243,64343,Straps & Hand Grips,Straps & Hand Grips
1024,【N MINT++】 Voigtlander Color Skopar 35mm f2.5 MC Black Leica L L39 +Filter JAPAN,3323,Lenses,Digital Cameras
1025,Minolta Rokkor 50 2.8 leica Metal Hood w/case 2710,78999,Lens Hoods,Lens Hoods
1026,【Almost Mint in Case】Leica CL Leitz Minolta Rangefinder film Camera from JAPAN,15230,Film Cameras,Film Cameras
1027,Leica Elpro 1:2-1:1 for R 100mm F/2.8 E60 Lens #17705C1,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1028,CANON Front Lens Cap for 50mm F1.8/F2.8 LTM Leica screw mount From JAPAN,79001,Lens Caps,Lens Caps
1029,[NEAR MINT /SUPER CLEAN /TestedOK] Canon M39 L39 LTM Leica Screw Mount 28mm f2.8,3323,Lenses,Lenses
1030,There Is A Genuine Hand Grip Wake For Leica Q,31388,Digital Cameras,Straps & Hand Grips
1031,Near Mint Canon Rangefinder 50mm f/1.2 MF Lens for Leica Screw Mount L39 #296,3323,Lenses,Lenses
1032,[Mint] Carl Zeiss Biogon T* 28mm f2.8 ZM Black Lens w/ Hood for Leica M F/S 1283,3323,Lenses,Lens Hoods
1033,*NEAR MINT* Konica Hexanon 50mm f/2.4 Lens for Leica LTM M39 from Japan #2862,3323,Lenses,Lenses
1034,LEICA ELMARIT-R 90mm F2.8 2CAM MF Lens for R Mount #190610g,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1035,[AS IS] Leica MR Meter MR4 Black For M2 M3 M4 M4-2 M4-P From JAPAN #1028,43440,Camera & Camcorder Lights,Light Meters
1036,Leica AF-C1 [NEAR N] from Japan (14289),15230,Film Cameras,Viewfinders & Eyecups
1037,Leica Elmarit-M 90mm F/2.8 Lens from Japan,3323,Lenses,Viewfinders & Eyecups
1038,VINTAGE LEICA LEITZ CEYOO CAMERA FLASH + OLD BOX From Japan,48515,Flashes,Digital Cameras
1039,Leitz 21mm Viewfinder SBKOO 12002 Silver Chrome  from JAPAN #015492,167930,Viewfinders & Eyecups,Viewfinders & Eyecups
1040,[AB- Exc] Carl Zeiss Biogon T* 35mm f/2 ZM Lens for Leica M Caps From JAPAN 5492,3323,Lenses,Lenses
1041,Canon S-50 Metal Lens Hood for 50mm Leica L Mount Excellent+,78999,Lens Hoods,Lens Hoods
1042,"Konica M-Hexanon Lens 50mm F2 for Leica M9 M8 M9-P, M6 M7 [Excellent] 88-D34",3323,Lenses,Lens Hoods
1043,【N MINT /w Hood】Canon 100mm f/3.5 for Leica screw L39 LTM Lens from JAPAN #347,3323,Lenses,Lenses
1044,[ Exc++++ ] Canon 135mm f3.5 L39 Leica Screw Mount Lens w/Caps From Japan #451,3323,Lenses,Lenses
1045,【Near Mint】 Canon 35mm f/1.8 Leica Screw Mount L39 LTM f From JAPAN #446,3323,Lenses,Lenses
1046,【EXC+++++】 Canon 100mm f/2 for M39 L39 LTM Leica Screw Mount From JAPAN B841R,3323,Lenses,Lenses
1047,Near MINT MINOLTA M Rokkor 90mm f4 W/ Lens Hood For CL CLE Leica M Mount  japan,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1048,"Leica leitz Summicron-M 50mm F/2.0 HOOD GERMANY for M6 M7 MP etc""VERY GOOD""#2456",3323,Lenses,Lens Hoods
1049,Nikon Nikkor H.C 5cm 50mm f/2 Leica Screw LTM L39 Nippon Kogaku Lens Japan Exc,3323,Lenses,Lenses
1050,【Near Mint】LEICA digilux zoom Digital Camera from Japan,162045,Batteries,Digital Cameras
1051,Canon Model L2 Leica Screw Mount Rangefinder Camera Body Used F/S from JPN Ext++,15230,Film Cameras,Film Cameras
1052,"""Boxed Mint"" LEICA M6 Body w/ Rare WETZLAR ""Leitz"" Emblem from Japan",15230,Film Cameras,Film Cameras
1053,Leica R4 SLR Film Camera Body from Japan,15230,Film Cameras,Film Cameras
1054,CANON Lens100mm F/3.5 f3.5 Lens Leica L39 mount [AS IS] from Japan,3323,Lenses,Lenses
